"BFH1_S123"	"BFH10_S128"	"BFH11_S129"	"BFH12_S130"	"BFH13_S131"	"BFH14_S132"	"BFH15_S133"	"BFH16_S134"	"BFH17_S135"	"BFH18_S136"	"BFH19_S137"	"BFH20_S138"	"BFH21_S139"	"BFH22_S140"	"BFH23_S141"	"BFH25_S143"	"BFH28_S146"	"BFH29_S147"	"BFH30_S148"	"BFH31_S149"	"BFH32_S150"	"BFH33_S151"	"BFH34_S152"	"BFH35_S153"	"BFH36_S154"	"BFH37_S155"	"BFH38A_S156"	"BFH39_S158"	"BFH4_S124"	"BFH40_S159"	"BFH41_S160"	"BFH6_S125"	"BFH8_S126"	"BFH9_S127"	"BH01_S76"	"BH02_S77"	"BH03_S78"	"BH05_S80"	"BH06_S81"	"BH07_S82"	"BH09_S83"	"BH27_S92"	"BH29_S93"	"BH30_S94"	"BH34A_S98"	"BH35_S100"	"BH36_S101"	"BH37_S102"	"BH38_S103"	"BH39_S104"	"BH44_S105"	"BH46_S107"	"BH47_S108"	"BH48_S109"	"BH49_S110"	"BH50_S111"	"BH58_S113"	"BH60_S115"	"BH61_S116"	"FH1_S162"	"FH2_S163"	"FH3_S164"	"FH4_S165"	"FH5_S166"	"FH6_S167"	"FH7_S168"	"FH9_S170"
"OXA-373_ARO:3001559_CDM87362.1"	0	2.72836407290189e-05	2.66410912190963e-05	0	0	2.83832879200727e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.12903772115026e-05	0	1.54688611824398e-05	0	0	4.02781880185817e-05	0.00298431360787019	0	0	9.31280790471135e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65744024927901e-05	0	0	0	0	0	0	3.38914119162204e-05	0	0	0	1.85842517051051e-05	0	0	0	0	0	0.000724502680659918	0.000362910542551261	0.000188616281937815	0.000195602847977467	0.000108170476671234	0.000505012996658002	0.00347453118765793	3.52995163966254e-05
"SHV-152_ARO:3001191_AFQ23958.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8418580664174e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89043064009981e-05	5.52059180744176e-05	0	0	0	0	0	0	0	0	0
"OprJ_ARO:3000802_AAB41958.1"	5.74250602963133e-05	0	2.66410912190963e-05	0	2.05884169566202e-05	0	2.56825127770501e-05	7.01721556886228e-05	0	0	4.18528245424963e-05	0	0	0	0	2.16122757726389e-05	0	0.00170589112108515	7.90326404805185e-05	0	3.09377223648795e-05	4.69235732301015e-05	7.24808378784859e-05	0.000228243065438629	0.000224948261899763	0	1.04121113679432e-05	9.31280790471135e-06	0	1.14402077541728e-05	1.99580880151681e-05	0	0	0	6.44786897930234e-05	0	0	8.25945707835472e-05	0	0	0.00023485992283174	4.2864184830365e-05	0	0	0	0	2.05647068501039e-05	0	0	3.38914119162204e-05	0	0	4.69450508180175e-05	0	1.63156091432674e-05	2.20084952791778e-05	0	0	0	0	2.79161955808662e-05	0	2.60803797303289e-05	3.6056825557078e-05	1.48533234311177e-05	1.66245511371193e-05	1.76497581983127e-05
"AAC(3)-IIIc_ARO:3002538_AAA25683.1"	0	0	0	3.5551763367463e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6248198877093e-05	0	0	0	0	0	0	0	1.10862286867253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35514175473914e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001242004595417	0.000209371466856497	5.80357790577891e-05	2.60803797303289e-05	0	0.000222799851466766	0	0
"OXA-96_ARO:3001631_ABF47919.1"	0	0	0	0	0	0	0	7.01721556886228e-05	5.55802578923966e-05	0	0.000115095267491865	1.76146271864156e-05	3.43029637760703e-05	0	0	2.16122757726389e-05	0.000202604387305914	1.65620497192733e-05	0	0	1.54688611824398e-05	0.000129039826382779	0	0	0.000164962058726493	0	0.000239478561462693	0.000121066502761248	0	1.14402077541728e-05	2.99371320227522e-05	0.000171981720799961	2.55356094073185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11294137002077e-05	0	0	0	3.61141206211629e-05	0	0	3.71685034102102e-05	3.26312182865347e-05	0	0	0	0	0.000558902067937651	0.000195413369066064	0	0	0	0	8.31227556855965e-05	1.76497581983127e-05
"OKP-B-2_ARO:3002435_CAJ19610.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12903772115026e-05	0	0	0	0	0	0	0	0	0	0	0	9.97904400758407e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APH(3')-VIa_ARO:3002652_CAA30578.1"	0	0	2.66410912190963e-05	0	0	2.83832879200727e-05	0	0	0	2.67651624645362e-05	5.23160306781204e-05	0	0	0	0	0	0.000644650323246091	0.00175557727024297	0.000620970746632645	0	1.54688611824398e-05	0.00107924218429233	1.81202094696215e-05	0	0.000194955160313128	2.21724573734507e-05	0.000166593781887091	0.000353886700379031	1.97624552874449e-05	8.00814542792097e-05	6.98533080530885e-05	0	0	0	0	2.84624580178744e-05	0	0	0.000211307996498325	0	0	0	0	0	0	4.92404658148066e-05	0.000143952947950727	7.48587041958304e-05	4.1743195859075e-05	0	0	0	0	3.71685034102102e-05	1.63156091432674e-05	0	1.89043064009981e-05	1.84019726914725e-05	0	0.00113850421246559	0.000544365813826892	8.70536685866837e-05	0.000221683227707795	1.20189418523593e-05	0.000445599702933531	0	0
"mexV_ARO:3003030_AAG07762.1"	0	0	2.66410912190963e-05	0	0	0	0	0	0	0	4.18528245424963e-05	0	0	0	0	2.16122757726389e-05	0	0.00960598883717849	0.000293549807499069	0	0	0	7.24808378784859e-05	0.000510190381568701	5.99862031732702e-05	0	0	1.86256158094227e-05	0	0	0	0	2.55356094073185e-05	0	6.44786897930234e-05	0	4.03307118370639e-05	0	0	0	3.35514175473914e-05	4.2864184830365e-05	0	0	0	0	0	0	0	0	0	3.05222354485242e-05	0	0	4.89468274298021e-05	0	5.67129192029944e-05	1.84019726914725e-05	0	4.14001531805668e-05	1.39580977904331e-05	0	0	0	0	3.32491022742386e-05	0
"CMY-51_ARO:3002062_AFK73431.1"	0	0	0	0	0	0	0	0	0	0	3.13896184068722e-05	0	0	0	0	0	0	0	2.25807544230053e-05	0	0	0	0	0	0	0	0	1.86256158094227e-05	0	0	0	0	2.55356094073185e-05	0	0	0	0	0	0	0	0	0	0	0	2.7384505846592e-05	2.46202329074033e-05	0	0	4.1743195859075e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20189418523593e-05	0	0	0
"cfrC_ARO:3004146_CAL84423.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28804155083456e-05	0	0	0	0	0	1.42312290089372e-05	4.03307118370639e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SHV-105_ARO:3001154_ACI22621.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.98940832724617e-05	0	0	0	2.68521253457211e-05	0	1.10862286867253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07000765902834e-05	0	0	0	0	0	0	0
"aadA14_ARO:3002614_CAI57696.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CMY-84_ARO:3002097_AFK73455.1"	0	0	0	0	0	0	0	0	0	0	1.04632061356241e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2864184830365e-05	1.65744024927901e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20189418523593e-05	0	0	0
"OXA-98_ARO:3001646_CAK50801.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14134404674945e-05	0	0	0	0	0	0	0	9.31280790471135e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CMY-60_ARO:3002073_AEM97672.1"	0	0	0	0	0	2.83832879200727e-05	0.000154095076662301	2.33907185628743e-05	0	0	0	3.52292543728312e-05	0	2.06308926987271e-05	1.67734576805663e-05	2.16122757726389e-05	5.52557419925221e-05	1.65620497192733e-05	0	1.14134404674945e-05	0	3.51926799225761e-05	0	2.68521253457211e-05	4.49896523799526e-05	1.10862286867253e-05	1.04121113679432e-05	9.31280790471135e-06	0	0	0	2.45688172571372e-05	2.55356094073185e-05	0	0	1.42312290089372e-05	0	0	0	0	0	2.14320924151825e-05	0	0	0	0	2.05647068501039e-05	0	2.08715979295375e-05	0	3.61141206211629e-05	0	0	1.85842517051051e-05	1.63156091432674e-05	0	0	0	0	0	0	0	0	0	0	0	0
"TEM-83_ARO:3000950_AAL29435.1"	0	0	0	0	0	0	0	0	0	0	1.04632061356241e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.34260626728606e-05	0	0	0	9.31280790471135e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dfrA27_ARO:3004550_ACD45689.1"	0	2.72836407290189e-05	0	0	0	0	2.56825127770501e-05	0	0	0	4.18528245424963e-05	0	0	4.12617853974541e-05	8.38672884028314e-05	0	1.8418580664174e-05	4.96861491578198e-05	4.51615088460105e-05	0.00216855368882396	3.09377223648795e-05	1.17308933075254e-05	5.43606284088644e-05	0	1.49965507933175e-05	2.21724573734507e-05	0	0.000363199508283743	1.97624552874449e-05	2.28804155083456e-05	3.99161760303363e-05	0	0	0	3.22393448965117e-05	0	0	0	0	0	0	0	0	1.73656334114787e-05	0	0	4.11294137002077e-05	0	0	0	0	0	0	3.71685034102102e-05	0	0	0	0	0	4.14001531805668e-05	0	0	0	0	0	0	0
"QnrB58_ARO:3002771_AFR46589.1"	0	0	0	0	0	0	0	0	0	0	0.0011718790871899	0	0	0	0.000218054949847362	4.32245515452777e-05	0.000165767225977566	4.96861491578198e-05	0.000146774903749534	5.70672023374726e-05	0	0	0	0.000120834564055745	5.99862031732702e-05	1.10862286867253e-05	1.04121113679432e-05	6.51896553329794e-05	0	0	1.99580880151681e-05	0	0	0	3.22393448965117e-05	0	4.03307118370639e-05	0	3.01868566426178e-05	0	0.000704579768495219	0	1.65744024927901e-05	0	0	0	2.05647068501039e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000434701608395951	0	0	1.30401898651644e-05	1.20189418523593e-05	0	0	0
"bcrA_ARO:3002987_AAA99504.1"	0	0	0	0	0	0	2.56825127770501e-05	2.33907185628743e-05	0	0	0	0	0	0	0	0	0	1.65620497192733e-05	0	0	1.54688611824398e-05	0	0	0	0	0	0	9.31280790471135e-06	1.97624552874449e-05	2.28804155083456e-05	1.99580880151681e-05	0	0	2.46590881069218e-05	0	0	0	0	0	0	0	4.2864184830365e-05	0	0	0	0	0	0	2.08715979295375e-05	3.38914119162204e-05	0	0	0	0	0	0	0	0	0	2.07000765902834e-05	0	1.45089447644473e-05	0	2.40378837047186e-05	0	1.66245511371193e-05	0
"mecD_ARO:3004185_AQX82857.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12617853974541e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tet(51)_ARO:3004586_AKQ05895.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45089447644473e-05	0	0	0	0	0
"ADC-76_ARO:3003882_ALA14811.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16122757726389e-05	0	1.65620497192733e-05	0	0	0	7.03853598451522e-05	0	0	0	0	0	1.86256158094227e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63156091432674e-05	0	0	0	0	0	0	0	0	0	0	0	0
"mexQ_ARO:3003699_BAE06008.1"	0	0	0	0	2.05884169566202e-05	0	0	0	0	0	3.13896184068722e-05	0	0.000137211855104281	2.06308926987271e-05	1.67734576805663e-05	8.64491030905554e-05	1.8418580664174e-05	0.020669438049653	0.000745164895959174	1.14134404674945e-05	0	3.51926799225761e-05	0.00012684146628735	0.00124862382857603	0.000269937914279716	1.10862286867253e-05	0	1.86256158094227e-05	0.000138337187012114	1.14402077541728e-05	1.99580880151681e-05	0	0	2.46590881069218e-05	0.000419111483654652	0	4.03307118370639e-05	0	3.01868566426178e-05	0	0.000201308505284348	2.14320924151825e-05	1.65744024927901e-05	0	0	0	2.05647068501039e-05	0	0	6.77828238324409e-05	0	0.000122088941794097	4.69450508180175e-05	1.85842517051051e-05	1.63156091432674e-05	0	0.000113425838405989	0	0	0.000144900536131984	5.58323911617325e-05	1.45089447644473e-05	2.60803797303289e-05	1.20189418523593e-05	1.48533234311177e-05	0.000216119164782551	0.00393589607822373
"OXA-361_ARO:3001548_AHA11124.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63156091432674e-05	0	0	0	0	0	0	0	0	1.20189418523593e-05	2.97066468622354e-05	0	0
"lsaC_ARO:3003112_AEA37904.1"	0	0	0	0	0	0	0	0	0	0	1.04632061356241e-05	0	0	0	0	0	0	0	1.12903772115026e-05	1.14134404674945e-05	0	0	0	0	0	0	1.04121113679432e-05	2.79384237141341e-05	0	0	9.97904400758407e-06	0	0	0	3.22393448965117e-05	1.42312290089372e-05	0	0	0	0	0	0	1.65744024927901e-05	1.73656334114787e-05	2.7384505846592e-05	0	4.11294137002077e-05	3.74293520979152e-05	0	3.38914119162204e-05	0	0	0	7.43370068204204e-05	1.63156091432674e-05	0	0	0	0	2.07000765902834e-05	0	0	0	1.20189418523593e-05	1.48533234311177e-05	1.66245511371193e-05	1.76497581983127e-05
"AAC(6')-IIa_ARO:3002594_AAM92464.1"	0.000114850120592627	0.000190985485103132	0.000106564364876385	0.000497724687144482	0.000102942084783101	0.000709582198001816	0.000205460102216401	0	0.00016674077367719	0	0.000115095267491865	1.76146271864156e-05	0.000171514818880351	2.06308926987271e-05	3.35469153611325e-05	0.00019451048195375	0.00106827767852209	0.000463737392139651	0.00268710977633763	0.00572954711468225	0.000293908362466355	0.00117308933075254	0.0015220975954482	0.000295373378802932	4.49896523799526e-05	0.0166404292587747	0.000114533225047375	0.000214194581808361	0	0.000388967063641876	0.00325316834647241	0.000417669893371333	0	0.00027124996917614	9.67180346895351e-05	7.11561450446861e-05	0	2.75315235945157e-05	0	0.000363730839179008	0	0.00325767804710774	0.000629827294726025	0.000295215767995138	8.2153517539776e-05	0.000787847453036906	0.000863717687704362	0.000561440281468728	0.00058440474202705	0.000271131295329763	0.000577825929938606	0.000122088941794097	0.000211252728681079	0.0018212566671003	0.000978936548596042	0.000242093448070955	0.000850693788044917	0.000680872989584483	0.000112519690945916	0.00621002297708502	0.00481554373769943	0.00163951075838254	0.000756331012179537	0.000240378837047186	0.000103973264017824	0.000166245511371193	0.00259451445515196
"tet(L)_ARO:3000179_AAA22851.1"	2.87125301481567e-05	0.000109134562916076	0	0	2.05884169566202e-05	0	0	0.000304079341317365	0	2.67651624645362e-05	0	0	0	0.000288832497782179	1.67734576805663e-05	2.16122757726389e-05	7.36743226566961e-05	0.000778416336805843	0.000722584141536169	0.000114134404674945	0.000185626334189277	0.00048096662560854	0.000199322304165836	0	0	1.10862286867253e-05	0.000208242227358864	0.00304528818484061	5.92873658623347e-05	0.00125842285295901	0.000768386388583974	0	0	2.46590881069218e-05	0	4.26936870268116e-05	4.03307118370639e-05	0.00019272066516161	0.00027168170978356	0	0	0.000192888831736642	0.000116020817449531	5.20969002344361e-05	0.000301229564312512	0.000344683260703646	0	0	0	0.00427031790144377	0	0	2.34725254090088e-05	3.71685034102102e-05	0.000179471700575941	0.000308118933908489	1.89043064009981e-05	0	1.87532818243193e-05	0.000538201991347368	4.18742933712994e-05	1.45089447644473e-05	0.00344261012440341	0	1.48533234311177e-05	0.000149620960234074	5.2949274594938e-05
"APH(3')-Ib_ARO:3002642_AAA26412.1"	0.000287125301481567	8.18509221870566e-05	0.000106564364876385	0.00106655290102389	0.000452945173045644	0.000198683015440509	7.70475383311503e-05	0.00147361526946108	0.000111160515784793	0.000187356137251753	7.32424429493686e-05	0	3.43029637760703e-05	0	0	4.32245515452777e-05	7.36743226566961e-05	0.000281554845227645	0.000270969053076063	0.000148374726077429	0.000293908362466355	0.000129039826382779	0.000344283979922808	0.000134260626728606	0	2.21724573734507e-05	0.000218654338726807	0.00195568965998938	1.97624552874449e-05	0.000423287686904394	0.000638658816485381	0.000589651614171294	0.000102142437629274	2.46590881069218e-05	0	0.000241930893151933	4.03307118370639e-05	0	0	0	0	2.14320924151825e-05	9.94464149567408e-05	5.20969002344361e-05	5.4769011693184e-05	0.000566265356870276	0.000452423550702285	0.000299434816783321	0.0001669727834363	0.000576154002575747	0.000288912964969303	3.05222354485242e-05	0.000140835152454053	0.000557527551153153	0.000342627792008615	0	0.000113425838405989	0.00014721578153178	1.87532818243193e-05	0	5.58323911617325e-05	0	0	0	0	0	7.05990327932507e-05
"QnrS2_ARO:3002791_ABF47470.1"	2.87125301481567e-05	0	0	3.5551763367463e-05	2.05884169566202e-05	0	5.13650255541002e-05	0	0	2.67651624645362e-05	0.00176828183692047	0.000422751052473974	6.86059275521405e-05	0	0.00130832969908417	0.000994164685541387	0.000552557419925221	0.00119246757978767	0.00277743279402965	0.00477081811541271	9.28131670946385e-05	0.00117308933075254	0.000561726493558266	0.00304771622673935	0.00301430670945682	0.0122946276135784	0.00167634993023885	0.000102440886951825	3.95249105748898e-05	0.000514809348937777	0.00191597644945614	2.45688172571372e-05	2.55356094073185e-05	0	0	0.00523709227528889	0.000161322847348256	2.75315235945157e-05	0	0.000337750064951936	0	0.000278617201397372	0.00120993138197368	0.000885647303985413	0.000109538023386368	0.00014772139744442	0.000699200032903531	0.000262005464685406	0.000292202371013525	3.38914119162204e-05	0.000325027085590466	0	0.000140835152454053	0.00334516530691892	0.0015499828686104	0.000132050971675067	0.000226851676811978	0.000386441426520923	0	2.07000765902834e-05	0	8.70536685866837e-05	0.000873692720966017	0	8.91199405867063e-05	1.66245511371193e-05	1.76497581983127e-05
"QnrVC3_ARO:3002800_ADI81040.1"	2.87125301481567e-05	2.72836407290189e-05	0	0	0.000205884169566202	0	0.000436602717209852	2.33907185628743e-05	0	5.35303249290723e-05	0.000136021679763113	0.000334677916541896	0.000102908891328211	0.000103154463493635	0.00229796370223758	0.000605143721633888	0.000644650323246091	0.000281554845227645	0.000575809237786635	0.00136961285609934	0.000108282028277078	0.000445773945685964	0.00074292858825448	0.00205418758894767	0.00410905491736901	0.00062082880645662	0.000145769559151205	0.000307322660855475	0	0.000160162908558419	0.000239497056182018	0.000122844086285686	0.00188963509614157	0	0.000644786897930234	0.00788410087095122	0.000241984271022384	0.00173448598645449	0	0.00025980774227072	0.000201308505284348	0.0013502218221565	0.00147512182185832	0.00092037857080837	0.000109538023386368	0.00110791048083315	0.00403068254262035	0.00175917954860201	0.00135665386541994	0	0.000577825929938606	0.000976711534352776	0.000164307677863061	0.00299206452452192	0.00030999657372208	0.000176067962233422	0.00172029188249083	0.00288910971256119	3.75065636486385e-05	2.07000765902834e-05	4.18742933712994e-05	0	0	0	0	1.66245511371193e-05	1.76497581983127e-05
"AxyX_ARO:3004143_EGP45232.2"	0	0	0	0	0	0	0	0	0	0	8.37056490849926e-05	0	0	0	3.35469153611325e-05	0	0	8.28102485963663e-05	0	0	3.09377223648795e-05	2.34617866150507e-05	1.81202094696215e-05	2.68521253457211e-05	7.49827539665877e-05	0	3.12363341038296e-05	0	0	0	0	4.91376345142745e-05	0	2.46590881069218e-05	0.00145077052034303	0	0	0	0	0	0.000838785438684784	2.14320924151825e-05	0	0	0	0	0	0	0	0	0	6.10444708970485e-05	0	0	0	0	0	1.84019726914725e-05	1.87532818243193e-05	0	0	0	0	0	0	0	0
"CARB-4_ARO:3002243_AAC09012.1"	2.87125301481567e-05	5.45672814580378e-05	0	3.5551763367463e-05	4.11768339132404e-05	2.83832879200727e-05	0.000128412563885251	9.3562874251497e-05	0	0.000321181949574434	0.000209264122712482	5.28438815592468e-05	0	0.00680819459057993	8.38672884028314e-05	0.00265830992003458	1.8418580664174e-05	0.000513423541297471	0.000417743956825598	0.00453113586559532	3.09377223648795e-05	7.03853598451522e-05	0.00012684146628735	0	0.00017995860951981	2.21724573734507e-05	0.000114533225047375	0.000102440886951825	0	0.000263124778345975	8.98113960682567e-05	0.00100732150754263	0	2.46590881069218e-05	0.00148300986523954	0.000398474412250242	0.000403307118370639	8.25945707835472e-05	0.000120747426570471	0	0	0.00042864184830365	0.002685053203832	0.00189285404185118	8.2153517539776e-05	0.00105867001501834	0.00370164723301869	0.00217090242167908	0.00158624144264485	0.000169457059581102	0.00075839653304442	0.000152611177242621	0.000258197779499096	0.00289914326599639	0.00109314581259891	4.40169905583555e-05	0.000283564596014972	0.000386441426520923	0.000150026254594554	0	1.39580977904331e-05	0	0	0	0	1.66245511371193e-05	0
"adeN_ARO:3000559_AGV28567.1"	5.74250602963133e-05	0	0	3.5551763367463e-05	0	0	0	0	0.000111160515784793	0	1.04632061356241e-05	1.76146271864156e-05	0	0	0	0.000389020963907499	0.000165767225977566	0.000331240994385465	2.25807544230053e-05	2.2826880934989e-05	6.1875444729759e-05	0.00156020880990087	0.000163081885226593	0	0.000239944812693081	4.43449147469014e-05	4.16484454717728e-05	6.51896553329794e-05	0	1.14402077541728e-05	9.97904400758407e-06	0	2.55356094073185e-05	0	6.44786897930234e-05	0	0	0	0	0	0	0	0	1.73656334114787e-05	0	0	0.000102823534250519	0	2.08715979295375e-05	0	0	0	0	3.71685034102102e-05	0.000277365355435545	2.20084952791778e-05	0	0	0	0.000144900536131984	4.18742933712994e-05	2.90178895288946e-05	2.60803797303289e-05	7.21136511141559e-05	0.000163386557742295	0.000199494613645432	7.05990327932507e-05
"sul4_ARO:3004361_WP_102607457.1"	0.000287125301481567	0.0118956673578522	0.00271739130434783	0.00312855517633675	0.0039735644726277	0.000965031789282471	0.00100161799830495	0.00016373502994012	0.000222321031569586	0.00104384133611691	1.04632061356241e-05	0.00109210688555777	3.43029637760703e-05	0.000330094283179633	0.000100640746083398	0.000216122757726389	0.000865673291216179	0.000513423541297471	0.000112903772115026	7.98940832724617e-05	0.000216564056554156	3.51926799225761e-05	0.000235562723105079	0.00216159609033055	0.000209951711106446	1.10862286867253e-05	0.000291539118302409	0.000149004926475382	0.0050591885535859	4.57608310166913e-05	0.000109769484083425	0.00668271829394133	0.000434105359924415	0.00081374990752842	9.67180346895351e-05	9.96186030625605e-05	0.00020165355918532	0.0010461978965916	0.00479971020617623	0.000233826968043648	3.35514175473914e-05	0.000707259049701022	9.94464149567408e-05	0.000156290700703308	0.00041076758769888	0.00174803653642563	0.000514117671252596	0.000636298985664558	0.000271330773083987	0.000101674235748661	0.00155290718671	0.000274700119036718	0.00119709879585945	0.000464606292627627	0.000505783883441288	0.000638246363096155	3.78086128019963e-05	3.68039453829451e-05	0.00157527567324282	0	0	0.000101562613351131	1.30401898651644e-05	0	0	0	0
"mupB_ARO:3000510_AEY83581"	0	0	0	0	2.05884169566202e-05	8.5149863760218e-05	0	0.000116953592814371	5.55802578923966e-05	0.000160590974787217	1.04632061356241e-05	1.76146271864156e-05	0.000171514818880351	0.000103154463493635	0	0	7.36743226566961e-05	0	2.25807544230053e-05	2.2826880934989e-05	4.64065835473192e-05	3.51926799225761e-05	9.06010473481074e-05	0	2.99931015866351e-05	0	3.12363341038296e-05	4.65640395235567e-05	0.000197624552874449	6.86412465250369e-05	4.98952200379204e-05	0	0	2.46590881069218e-05	3.22393448965117e-05	0	0.000120992135511192	0.000110126094378063	0.000301868566426178	2.5980774227072e-05	0	8.572836966073e-05	4.97232074783704e-05	5.20969002344361e-05	0.000109538023386368	2.46202329074033e-05	8.22588274004154e-05	0.000149717408391661	2.08715979295375e-05	0.000135565647664882	3.61141206211629e-05	0.000152611177242621	2.34725254090088e-05	5.57527551153153e-05	1.63156091432674e-05	2.20084952791778e-05	3.78086128019963e-05	7.36078907658901e-05	0.000112519690945916	0.000144900536131984	4.18742933712994e-05	2.90178895288946e-05	1.30401898651644e-05	1.20189418523593e-05	4.45599702933531e-05	0	0
"CMY-26_ARO:3002037_BAF56185.1"	0	0	0	0	0	0	2.56825127770501e-05	0	0	5.35303249290723e-05	2.09264122712482e-05	1.76146271864156e-05	0	0	1.67734576805663e-05	2.16122757726389e-05	0	0	0	2.2826880934989e-05	0	0	0	0	0	0	0	0	0	2.28804155083456e-05	0	0	2.55356094073185e-05	0	0	0	0	0	0	0	0	0	0	0	2.7384505846592e-05	2.46202329074033e-05	0	0	0	0	0	0	7.04175762270263e-05	0	0	0	0	0	0	4.14001531805668e-05	0	0	0	0	0	0	0
"ceoB_ARO:3003010_AAB58161.1"	2.87125301481567e-05	0	2.66410912190963e-05	0	4.11768339132404e-05	2.83832879200727e-05	5.13650255541002e-05	0	0.00016674077367719	0	7.32424429493686e-05	8.8073135932078e-05	6.86059275521405e-05	4.12617853974541e-05	0.000167734576805663	2.16122757726389e-05	5.52557419925221e-05	0.000165620497192733	3.38711316345079e-05	2.2826880934989e-05	7.73443059121987e-05	5.86544665376268e-05	0.000144961675756972	4.02781880185817e-05	0.000194955160313128	1.10862286867253e-05	2.08242227358864e-05	0	1.97624552874449e-05	0	3.99161760303363e-05	9.8275269028549e-05	0	7.39772643207654e-05	0.00593203946095815	7.11561450446861e-05	0	0	0	2.5980774227072e-05	0.0135212212715987	2.14320924151825e-05	4.97232074783704e-05	0	0	2.46202329074033e-05	0	0	6.26147937886125e-05	0	0	0	0	0	0	4.40169905583555e-05	0	1.84019726914725e-05	0.000150026254594554	8.28003063611335e-05	9.77066845330318e-05	4.35268342933418e-05	2.60803797303289e-05	0	1.48533234311177e-05	4.98736534113579e-05	0.000105898549189876
"dfrA26_ARO:3002857_CAL48457.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205441928414901	0	2.34617866150507e-05	0	0	0	0	0	6.51896553329794e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
